idx,file,label,cls,group,part
1299,01299.png,1,ischemic,740,train
1300,01300.png,1,ischemic,743,test
1301,01301.png,1,ischemic,746,train
1302,01302.png,1,ischemic,749,train
1303,01303.png,1,ischemic,755,test
1304,01304.png,1,ischemic,714,train
1305,01305.png,1,ischemic,763,train
1306,01306.png,1,ischemic,714,train
1307,01307.png,1,ischemic,767,val
1308,01308.png,1,ischemic,771,val
1309,01309.png,1,ischemic,772,train
1310,01310.png,1,ischemic,773,val
1311,01311.png,1,ischemic,776,train
1312,01312.png,1,ischemic,782,train
1313,01313.png,1,ischemic,789,train
1314,01314.png,1,ischemic,790,train
1315,01315.png,1,ischemic,798,val
1316,01316.png,1,ischemic,802,val
1317,01317.png,1,ischemic,803,train
1318,01318.png,1,ischemic,807,train
1319,01319.png,1,ischemic,811,test
1320,01320.png,1,ischemic,813,val
1321,01321.png,1,ischemic,815,train
1322,01322.png,1,ischemic,822,train
1323,01323.png,1,ischemic,714,train
1324,01324.png,1,ischemic,831,train
1325,01325.png,1,ischemic,832,train
1326,01326.png,1,ischemic,872,train
1327,01327.png,1,ischemic,838,val
1328,01328.png,1,ischemic,842,train
1329,01329.png,1,ischemic,844,train
1330,01330.png,1,ischemic,849,train
1331,01331.png,1,ischemic,714,train
1332,01332.png,1,ischemic,850,val
1333,01333.png,1,ischemic,442,train
1334,01334.png,1,ischemic,858,train
1335,01335.png,1,ischemic,861,train
1336,01336.png,1,ischemic,863,train
1337,01337.png,1,ischemic,872,train
1338,01338.png,1,ischemic,867,train
1339,01339.png,1,ischemic,870,val
1340,01340.png,1,ischemic,871,val
1341,01341.png,1,ischemic,872,train
1342,01342.png,1,ischemic,874,train
1343,01343.png,1,ischemic,877,test
1344,01344.png,1,ischemic,881,train
1345,01345.png,1,ischemic,887,train
1346,01346.png,1,ischemic,889,train
1347,01347.png,1,ischemic,894,train
1348,01348.png,1,ischemic,896,test
1349,01349.png,1,ischemic,897,train
1350,01350.png,1,ischemic,899,train
1351,01351.png,1,ischemic,902,train
1352,01352.png,1,ischemic,907,train
1353,01353.png,1,ischemic,404,train
1354,01354.png,1,ischemic,911,val
1355,01355.png,1,ischemic,429,train
1356,01356.png,1,ischemic,915,train
1357,01357.png,1,ischemic,920,test
1358,01358.png,1,ischemic,921,test
1359,01359.png,1,ischemic,922,train
1360,01360.png,1,ischemic,924,train
1361,01361.png,0,hemorrhagic,939,train
1362,01362.png,0,hemorrhagic,940,train
1363,01363.png,0,hemorrhagic,941,val
1364,01364.png,0,hemorrhagic,1188,test
1365,01365.png,0,hemorrhagic,942,train
1366,01366.png,0,hemorrhagic,943,train
1367,01367.png,0,hemorrhagic,944,val
1368,01368.png,0,hemorrhagic,945,train
1369,01369.png,0,hemorrhagic,946,train
1370,01370.png,0,hemorrhagic,947,train
1371,01371.png,0,hemorrhagic,948,train
1372,01372.png,0,hemorrhagic,949,test
1373,01373.png,0,hemorrhagic,950,train
1374,01374.png,0,hemorrhagic,951,train
1375,01375.png,0,hemorrhagic,952,train
1376,01376.png,0,hemorrhagic,953,test
1377,01377.png,0,hemorrhagic,954,train
1378,01378.png,0,hemorrhagic,955,train
1379,01379.png,0,hemorrhagic,956,train
1380,01380.png,0,hemorrhagic,957,test
1381,01381.png,0,hemorrhagic,958,train
1382,01382.png,0,hemorrhagic,959,train
1383,01383.png,0,hemorrhagic,960,test
1384,01384.png,0,hemorrhagic,961,train
1385,01385.png,0,hemorrhagic,962,train
1386,01386.png,0,hemorrhagic,963,train
1387,01387.png,0,hemorrhagic,964,train
1388,01388.png,0,hemorrhagic,965,train
1389,01389.png,0,hemorrhagic,966,train
1390,01390.png,0,hemorrhagic,967,train
1391,01391.png,0,hemorrhagic,968,train
1392,01392.png,0,hemorrhagic,969,val
1393,01393.png,0,hemorrhagic,970,train
1394,01394.png,0,hemorrhagic,971,train
1395,01395.png,0,hemorrhagic,972,train
1396,01396.png,0,hemorrhagic,973,val
1397,01397.png,0,hemorrhagic,974,val
1398,01398.png,0,hemorrhagic,975,train
1399,01399.png,0,hemorrhagic,976,train
1400,01400.png,0,hemorrhagic,977,train
1401,01401.png,0,hemorrhagic,978,train
1402,01402.png,0,hemorrhagic,979,test
1403,01403.png,0,hemorrhagic,980,test
1404,01404.png,0,hemorrhagic,981,train
1405,01405.png,0,hemorrhagic,982,train
1406,01406.png,0,hemorrhagic,983,train
1407,01407.png,0,hemorrhagic,984,val
1408,01408.png,0,hemorrhagic,985,train
1409,01409.png,0,hemorrhagic,986,train
1410,01410.png,0,hemorrhagic,987,train
1411,01411.png,0,hemorrhagic,988,train
1412,01412.png,0,hemorrhagic,989,train
1413,01413.png,0,hemorrhagic,990,train
1414,01414.png,0,hemorrhagic,991,test
1415,01415.png,0,hemorrhagic,992,test
1416,01416.png,0,hemorrhagic,993,val
1417,01417.png,0,hemorrhagic,994,train
1418,01418.png,0,hemorrhagic,995,val
1419,01419.png,0,hemorrhagic,996,train
1420,01420.png,0,hemorrhagic,997,train
1421,01421.png,0,hemorrhagic,998,train
1422,01422.png,0,hemorrhagic,1255,train
1423,01423.png,0,hemorrhagic,999,train
1424,01424.png,0,hemorrhagic,1000,train
1425,01425.png,0,hemorrhagic,1001,test
1426,01426.png,0,hemorrhagic,1002,train
1427,01427.png,0,hemorrhagic,1003,train
1428,01428.png,0,hemorrhagic,1004,train
1429,01429.png,0,hemorrhagic,1005,train
1430,01430.png,0,hemorrhagic,1006,train
1431,01431.png,0,hemorrhagic,1007,train
1432,01432.png,0,hemorrhagic,1008,train
1433,01433.png,0,hemorrhagic,1009,train
1434,01434.png,0,hemorrhagic,1010,val
1435,01435.png,0,hemorrhagic,1011,train
1436,01436.png,0,hemorrhagic,1551,train
1437,01437.png,0,hemorrhagic,1012,train
1438,01438.png,0,hemorrhagic,1013,train
1439,01439.png,0,hemorrhagic,1014,train
1440,01440.png,0,hemorrhagic,1015,val
1441,01441.png,0,hemorrhagic,1016,test
1442,01442.png,0,hemorrhagic,1017,val
1443,01443.png,0,hemorrhagic,1018,val
1444,01444.png,0,hemorrhagic,1019,train
1445,01445.png,0,hemorrhagic,1020,train
1446,01446.png,0,hemorrhagic,1021,train
1447,01447.png,0,hemorrhagic,1022,test
1448,01448.png,0,hemorrhagic,1023,train
1449,01449.png,0,hemorrhagic,1024,train
1450,01450.png,0,hemorrhagic,1025,train
1451,01451.png,0,hemorrhagic,1026,train
1452,01452.png,0,hemorrhagic,1027,test
1453,01453.png,0,hemorrhagic,1028,val
1454,01454.png,0,hemorrhagic,1029,train
1455,01455.png,0,hemorrhagic,1030,val
1456,01456.png,0,hemorrhagic,1031,val
1457,01457.png,0,hemorrhagic,1032,val
1458,01458.png,0,hemorrhagic,1033,train
1459,01459.png,0,hemorrhagic,1034,train
1460,01460.png,0,hemorrhagic,1157,train
1461,01461.png,0,hemorrhagic,1035,val
1462,01462.png,0,hemorrhagic,1036,train
1463,01463.png,0,hemorrhagic,1037,train
1464,01464.png,0,hemorrhagic,1038,val
1465,01465.png,0,hemorrhagic,1039,train
1466,01466.png,0,hemorrhagic,1040,val
1467,01467.png,0,hemorrhagic,1041,val
1468,01468.png,0,hemorrhagic,1042,test
1469,01469.png,0,hemorrhagic,1043,train
1470,01470.png,0,hemorrhagic,1044,val
1471,01471.png,0,hemorrhagic,1045,train
1472,01472.png,0,hemorrhagic,1046,train
1473,01473.png,0,hemorrhagic,1047,train
1474,01474.png,0,hemorrhagic,1048,val
1475,01475.png,0,hemorrhagic,1049,val
1476,01476.png,0,hemorrhagic,1050,train
1477,01477.png,0,hemorrhagic,1051,train
1478,01478.png,0,hemorrhagic,1052,train
1479,01479.png,0,hemorrhagic,1053,train
1480,01480.png,0,hemorrhagic,1054,train
1481,01481.png,0,hemorrhagic,1055,train
1482,01482.png,0,hemorrhagic,1056,val
1483,01483.png,0,hemorrhagic,1057,test
1484,01484.png,0,hemorrhagic,1058,train
1485,01485.png,0,hemorrhagic,1059,train
1486,01486.png,0,hemorrhagic,1060,train
1487,01487.png,0,hemorrhagic,1061,train
1488,01488.png,0,hemorrhagic,1062,train
1489,01489.png,0,hemorrhagic,1063,train
1490,01490.png,0,hemorrhagic,1064,val
1491,01491.png,0,hemorrhagic,1065,train
1492,01492.png,0,hemorrhagic,1066,train
1493,01493.png,0,hemorrhagic,1067,test
1494,01494.png,0,hemorrhagic,1068,train
1495,01495.png,0,hemorrhagic,1328,test
1496,01496.png,0,hemorrhagic,1069,train
1497,01497.png,0,hemorrhagic,1070,val
1498,01498.png,0,hemorrhagic,1062,train
1499,01499.png,0,hemorrhagic,1071,train
1500,01500.png,0,hemorrhagic,1072,train
1501,01501.png,0,hemorrhagic,1073,val
1502,01502.png,0,hemorrhagic,1074,train
1503,01503.png,0,hemorrhagic,1075,train
1504,01504.png,0,hemorrhagic,1076,train
1505,01505.png,0,hemorrhagic,1077,train
1506,01506.png,0,hemorrhagic,1424,train
1507,01507.png,0,hemorrhagic,1078,train
1508,01508.png,0,hemorrhagic,1079,val
1509,01509.png,0,hemorrhagic,1080,train
1510,01510.png,0,hemorrhagic,1081,val
1511,01511.png,0,hemorrhagic,1082,train
1512,01512.png,0,hemorrhagic,1083,val
1513,01513.png,0,hemorrhagic,1084,train
1514,01514.png,0,hemorrhagic,1085,train
1515,01515.png,0,hemorrhagic,1086,train
1516,01516.png,0,hemorrhagic,1087,train
1517,01517.png,0,hemorrhagic,1088,val
1518,01518.png,0,hemorrhagic,1089,train
1519,01519.png,0,hemorrhagic,1090,train
1520,01520.png,0,hemorrhagic,1091,val
1521,01521.png,0,hemorrhagic,1092,train
1522,01522.png,0,hemorrhagic,1093,val
1523,01523.png,0,hemorrhagic,1094,train
1524,01524.png,0,hemorrhagic,1095,train
1525,01525.png,0,hemorrhagic,1096,train
1526,01526.png,0,hemorrhagic,1097,train
1527,01527.png,0,hemorrhagic,1098,val
1528,01528.png,0,hemorrhagic,1099,train
1529,01529.png,0,hemorrhagic,1100,train
1530,01530.png,0,hemorrhagic,1101,train
1531,01531.png,0,hemorrhagic,1102,test
1532,01532.png,0,hemorrhagic,1188,test
1533,01533.png,0,hemorrhagic,1103,train
1534,01534.png,0,hemorrhagic,1104,train
1535,01535.png,0,hemorrhagic,1105,train
1536,01536.png,0,hemorrhagic,1157,train
1537,01537.png,0,hemorrhagic,1106,val
1538,01538.png,0,hemorrhagic,1107,test
1539,01539.png,0,hemorrhagic,1108,val
1540,01540.png,0,hemorrhagic,1109,train
1541,01541.png,0,hemorrhagic,1110,train
1542,01542.png,0,hemorrhagic,1111,test
1543,01543.png,0,hemorrhagic,1112,train
1544,01544.png,0,hemorrhagic,1113,train
1545,01545.png,0,hemorrhagic,1114,test
1546,01546.png,0,hemorrhagic,1115,val
1547,01547.png,0,hemorrhagic,1116,train
1548,01548.png,0,hemorrhagic,1117,train
1549,01549.png,0,hemorrhagic,1118,val
1550,01550.png,0,hemorrhagic,1119,test
1551,01551.png,0,hemorrhagic,1120,val
1552,01552.png,0,hemorrhagic,1121,train
1553,01553.png,0,hemorrhagic,1122,test
1554,01554.png,0,hemorrhagic,1123,train
1555,01555.png,0,hemorrhagic,1124,train
1556,01556.png,0,hemorrhagic,1125,train
1557,01557.png,0,hemorrhagic,1126,train
1558,01558.png,0,hemorrhagic,1127,test
1559,01559.png,0,hemorrhagic,1128,train
1560,01560.png,0,hemorrhagic,1129,train
1561,01561.png,0,hemorrhagic,1130,train
1562,01562.png,0,hemorrhagic,1131,test
1563,01563.png,0,hemorrhagic,1132,val
1564,01564.png,0,hemorrhagic,1133,train
1565,01565.png,0,hemorrhagic,1134,train
1566,01566.png,0,hemorrhagic,1135,train
1567,01567.png,0,hemorrhagic,1136,val
1568,01568.png,0,hemorrhagic,1137,train
1569,01569.png,0,hemorrhagic,1138,train
1570,01570.png,0,hemorrhagic,1139,train
1571,01571.png,0,hemorrhagic,1140,train
1572,01572.png,0,hemorrhagic,1141,train
1573,01573.png,0,hemorrhagic,1142,train
1574,01574.png,0,hemorrhagic,1143,test
1575,01575.png,0,hemorrhagic,1551,train
1576,01576.png,0,hemorrhagic,1144,train
1577,01577.png,0,hemorrhagic,1145,test
1578,01578.png,0,hemorrhagic,1146,train
1579,01579.png,0,hemorrhagic,1147,train
1580,01580.png,0,hemorrhagic,1328,test
1581,01581.png,0,hemorrhagic,1148,test
1582,01582.png,0,hemorrhagic,1149,train
1583,01583.png,0,hemorrhagic,1150,train
1584,01584.png,0,hemorrhagic,1151,val
1585,01585.png,0,hemorrhagic,1152,train
1586,01586.png,0,hemorrhagic,1153,train
1587,01587.png,0,hemorrhagic,1154,test
1588,01588.png,0,hemorrhagic,1155,train
1589,01589.png,0,hemorrhagic,1156,test
1590,01590.png,0,hemorrhagic,1157,train
1591,01591.png,0,hemorrhagic,1158,val
1592,01592.png,0,hemorrhagic,1159,val
1593,01593.png,0,hemorrhagic,1160,train
1594,01594.png,0,hemorrhagic,1161,test
1595,01595.png,0,hemorrhagic,1162,test
1596,01596.png,0,hemorrhagic,1163,val
1597,01597.png,0,hemorrhagic,1164,train
1598,01598.png,0,hemorrhagic,1165,train
1599,01599.png,0,hemorrhagic,1166,val
1600,01600.png,0,hemorrhagic,1167,train
1601,01601.png,0,hemorrhagic,1168,train
1602,01602.png,0,hemorrhagic,1169,train
1603,01603.png,0,hemorrhagic,1170,train
1604,01604.png,0,hemorrhagic,1171,test
1605,01605.png,0,hemorrhagic,1172,train
1606,01606.png,0,hemorrhagic,1173,val
1607,01607.png,0,hemorrhagic,1174,train
1608,01608.png,0,hemorrhagic,1175,train
1609,01609.png,0,hemorrhagic,1176,val
1610,01610.png,0,hemorrhagic,1328,test
1611,01611.png,0,hemorrhagic,1177,train
1612,01612.png,0,hemorrhagic,1178,val
1613,01613.png,0,hemorrhagic,1179,val
1614,01614.png,0,hemorrhagic,1180,test
1615,01615.png,0,hemorrhagic,1181,val
1616,01616.png,0,hemorrhagic,1182,val
1617,01617.png,0,hemorrhagic,1183,train
1618,01618.png,0,hemorrhagic,1184,train
1619,01619.png,0,hemorrhagic,1185,val
1620,01620.png,0,hemorrhagic,1186,train
1621,01621.png,0,hemorrhagic,1187,train
1622,01622.png,0,hemorrhagic,1188,test
1623,01623.png,0,hemorrhagic,1189,train
1624,01624.png,0,hemorrhagic,1190,test
1625,01625.png,0,hemorrhagic,1191,val
1626,01626.png,0,hemorrhagic,1192,train
1627,01627.png,0,hemorrhagic,1193,train
1628,01628.png,0,hemorrhagic,1194,test
1629,01629.png,0,hemorrhagic,1195,train
1630,01630.png,0,hemorrhagic,1196,train
1631,01631.png,0,hemorrhagic,1197,val
1632,01632.png,0,hemorrhagic,1198,train
1633,01633.png,0,hemorrhagic,1199,train
1634,01634.png,0,hemorrhagic,1200,train
1635,01635.png,0,hemorrhagic,1201,train
1636,01636.png,0,hemorrhagic,1202,train
1637,01637.png,0,hemorrhagic,1328,test
1638,01638.png,0,hemorrhagic,1203,train
1639,01639.png,0,hemorrhagic,1204,train
1640,01640.png,0,hemorrhagic,1205,train
1641,01641.png,0,hemorrhagic,1206,train
1642,01642.png,0,hemorrhagic,1207,train
1643,01643.png,0,hemorrhagic,1208,train
1644,01644.png,0,hemorrhagic,1209,train
1645,01645.png,0,hemorrhagic,1210,train
1646,01646.png,0,hemorrhagic,1211,train
1647,01647.png,0,hemorrhagic,1212,val
1648,01648.png,0,hemorrhagic,1213,train
1649,01649.png,0,hemorrhagic,1037,train
1650,01650.png,0,hemorrhagic,1214,train
1651,01651.png,0,hemorrhagic,1215,train
1652,01652.png,0,hemorrhagic,1216,test
1653,01653.png,0,hemorrhagic,1217,train
1654,01654.png,0,hemorrhagic,1218,val
1655,01655.png,0,hemorrhagic,1219,val
1656,01656.png,0,hemorrhagic,1220,train
1657,01657.png,0,hemorrhagic,1221,test
1658,01658.png,0,hemorrhagic,1222,test
1659,01659.png,0,hemorrhagic,1223,train
1660,01660.png,0,hemorrhagic,1224,train
1661,01661.png,0,hemorrhagic,1225,train
1662,01662.png,0,hemorrhagic,1226,train
1663,01663.png,0,hemorrhagic,1227,test
1664,01664.png,0,hemorrhagic,1228,val
1665,01665.png,0,hemorrhagic,1229,train
1666,01666.png,0,hemorrhagic,1230,train
1667,01667.png,0,hemorrhagic,995,val
1668,01668.png,0,hemorrhagic,1231,test
1669,01669.png,0,hemorrhagic,1232,train
1670,01670.png,0,hemorrhagic,1233,train
1671,01671.png,0,hemorrhagic,1234,train
1672,01672.png,0,hemorrhagic,1235,train
1673,01673.png,0,hemorrhagic,1188,test
1674,01674.png,0,hemorrhagic,1236,train
1675,01675.png,0,hemorrhagic,1237,test
1676,01676.png,0,hemorrhagic,1238,train
1677,01677.png,0,hemorrhagic,1239,val
1678,01678.png,0,hemorrhagic,1240,train
1679,01679.png,0,hemorrhagic,1241,test
1680,01680.png,0,hemorrhagic,1242,test
1681,01681.png,0,hemorrhagic,1243,val
1682,01682.png,0,hemorrhagic,1244,train
1683,01683.png,0,hemorrhagic,1071,train
1684,01684.png,0,hemorrhagic,1245,train
1685,01685.png,0,hemorrhagic,1246,train
1686,01686.png,0,hemorrhagic,1247,train
1687,01687.png,0,hemorrhagic,1248,train
1688,01688.png,0,hemorrhagic,1249,train
1689,01689.png,0,hemorrhagic,1250,train
1690,01690.png,0,hemorrhagic,1251,test
1691,01691.png,0,hemorrhagic,1252,train
1692,01692.png,0,hemorrhagic,1253,val
1693,01693.png,0,hemorrhagic,1254,train
1694,01694.png,0,hemorrhagic,1255,train
1695,01695.png,0,hemorrhagic,1256,train
1696,01696.png,0,hemorrhagic,1257,test
1697,01697.png,0,hemorrhagic,1258,train
1698,01698.png,0,hemorrhagic,1259,train
1699,01699.png,0,hemorrhagic,1260,test
1700,01700.png,0,hemorrhagic,1261,train
1701,01701.png,0,hemorrhagic,1262,train
1702,01702.png,0,hemorrhagic,1263,train
1703,01703.png,0,hemorrhagic,1264,train
1704,01704.png,0,hemorrhagic,1265,train
1705,01705.png,0,hemorrhagic,1266,train
1706,01706.png,0,hemorrhagic,1267,train
1707,01707.png,0,hemorrhagic,1268,train
1708,01708.png,0,hemorrhagic,1269,train
1709,01709.png,0,hemorrhagic,1270,train
1710,01710.png,0,hemorrhagic,1271,val
1711,01711.png,0,hemorrhagic,1272,train
1712,01712.png,0,hemorrhagic,1273,test
1713,01713.png,0,hemorrhagic,1274,test
1714,01714.png,0,hemorrhagic,1275,val
1715,01715.png,0,hemorrhagic,1085,train
1716,01716.png,0,hemorrhagic,1276,train
1717,01717.png,0,hemorrhagic,1277,train
1718,01718.png,0,hemorrhagic,1278,test
1719,01719.png,0,hemorrhagic,1279,test
1720,01720.png,0,hemorrhagic,1280,train
1721,01721.png,0,hemorrhagic,1191,val
1722,01722.png,0,hemorrhagic,1281,test
1723,01723.png,0,hemorrhagic,1282,train
1724,01724.png,0,hemorrhagic,1283,train
1725,01725.png,0,hemorrhagic,1284,train
1726,01726.png,0,hemorrhagic,1285,train
1727,01727.png,0,hemorrhagic,1286,train
1728,01728.png,0,hemorrhagic,1287,test
1729,01729.png,0,hemorrhagic,1288,test
1730,01730.png,0,hemorrhagic,1289,train
1731,01731.png,0,hemorrhagic,1290,train
1732,01732.png,0,hemorrhagic,1291,train
1733,01733.png,0,hemorrhagic,1497,train
1734,01734.png,0,hemorrhagic,1292,train
1735,01735.png,0,hemorrhagic,1293,train
1736,01736.png,0,hemorrhagic,1294,train
1737,01737.png,0,hemorrhagic,1248,train
1738,01738.png,0,hemorrhagic,1295,train
1739,01739.png,0,hemorrhagic,1296,train
1740,01740.png,0,hemorrhagic,1297,train
1741,01741.png,0,hemorrhagic,1298,train
1742,01742.png,0,hemorrhagic,1299,train
1743,01743.png,0,hemorrhagic,1300,train
1744,01744.png,0,hemorrhagic,1301,train
1745,01745.png,0,hemorrhagic,1302,val
1746,01746.png,0,hemorrhagic,1303,train
1747,01747.png,0,hemorrhagic,1304,train
1748,01748.png,0,hemorrhagic,1305,train
1749,01749.png,0,hemorrhagic,1306,train
1750,01750.png,0,hemorrhagic,1224,train
1751,01751.png,0,hemorrhagic,1307,train
1752,01752.png,0,hemorrhagic,1308,val
1753,01753.png,0,hemorrhagic,1309,train
1754,01754.png,0,hemorrhagic,1310,val
1755,01755.png,0,hemorrhagic,1311,train
1756,01756.png,0,hemorrhagic,1312,train
1757,01757.png,0,hemorrhagic,1313,train
1758,01758.png,0,hemorrhagic,1314,val
1759,01759.png,0,hemorrhagic,1315,val
1760,01760.png,0,hemorrhagic,1316,train
1761,01761.png,0,hemorrhagic,1317,train
1762,01762.png,0,hemorrhagic,1318,train
1763,01763.png,0,hemorrhagic,1319,train
1764,01764.png,0,hemorrhagic,1320,train
1765,01765.png,0,hemorrhagic,1321,test
1766,01766.png,0,hemorrhagic,1322,train
1767,01767.png,0,hemorrhagic,1323,train
1768,01768.png,0,hemorrhagic,1324,train
1769,01769.png,0,hemorrhagic,1325,val
1770,01770.png,0,hemorrhagic,1326,train
1771,01771.png,0,hemorrhagic,1327,test
1772,01772.png,0,hemorrhagic,1328,test
1773,01773.png,0,hemorrhagic,1329,train
1774,01774.png,0,hemorrhagic,1330,train
1775,01775.png,0,hemorrhagic,1331,train
1776,01776.png,0,hemorrhagic,1332,train
1777,01777.png,0,hemorrhagic,1333,train
1778,01778.png,0,hemorrhagic,1334,test
1779,01779.png,0,hemorrhagic,1335,val
1780,01780.png,0,hemorrhagic,1336,test
1781,01781.png,0,hemorrhagic,1337,train
1782,01782.png,0,hemorrhagic,1338,val
1783,01783.png,0,hemorrhagic,1339,train
1784,01784.png,0,hemorrhagic,1340,train
1785,01785.png,0,hemorrhagic,1274,test
1786,01786.png,0,hemorrhagic,1341,val
1787,01787.png,0,hemorrhagic,1342,test
1788,01788.png,0,hemorrhagic,1343,train
1789,01789.png,0,hemorrhagic,1344,val
1790,01790.png,0,hemorrhagic,1345,train
1791,01791.png,0,hemorrhagic,1346,train
1792,01792.png,0,hemorrhagic,1347,test
1793,01793.png,0,hemorrhagic,1348,train
1794,01794.png,0,hemorrhagic,1349,val
1795,01795.png,0,hemorrhagic,1350,train
1796,01796.png,0,hemorrhagic,1351,train
1797,01797.png,0,hemorrhagic,1352,train
1798,01798.png,0,hemorrhagic,1064,val
1799,01799.png,0,hemorrhagic,1353,train
1800,01800.png,0,hemorrhagic,1354,train
1801,01801.png,0,hemorrhagic,1355,train
1802,01802.png,0,hemorrhagic,1356,train
1803,01803.png,0,hemorrhagic,1357,test
1804,01804.png,0,hemorrhagic,1358,test
1805,01805.png,0,hemorrhagic,1359,val
1806,01806.png,0,hemorrhagic,1360,test
1807,01807.png,0,hemorrhagic,1361,train
1808,01808.png,0,hemorrhagic,1362,val
1809,01809.png,0,hemorrhagic,1363,train
1810,01810.png,0,hemorrhagic,1364,test
1811,01811.png,0,hemorrhagic,1365,val
1812,01812.png,0,hemorrhagic,1366,test
1813,01813.png,0,hemorrhagic,1367,train
1814,01814.png,0,hemorrhagic,1368,test
1815,01815.png,0,hemorrhagic,1369,val
1816,01816.png,0,hemorrhagic,1370,train
1817,01817.png,0,hemorrhagic,1371,train
1818,01818.png,0,hemorrhagic,1372,val
1819,01819.png,0,hemorrhagic,1373,train
1820,01820.png,0,hemorrhagic,1374,train
1821,01821.png,0,hemorrhagic,1375,val
1822,01822.png,0,hemorrhagic,1376,train
1823,01823.png,0,hemorrhagic,1377,train
1824,01824.png,0,hemorrhagic,1378,val
1825,01825.png,0,hemorrhagic,1379,train
1826,01826.png,0,hemorrhagic,1380,train
1827,01827.png,0,hemorrhagic,1381,train
1828,01828.png,0,hemorrhagic,1382,test
1829,01829.png,0,hemorrhagic,1383,val
1830,01830.png,0,hemorrhagic,1384,train
1831,01831.png,0,hemorrhagic,1385,train
1832,01832.png,0,hemorrhagic,1386,train
1833,01833.png,0,hemorrhagic,1387,train
1834,01834.png,0,hemorrhagic,1388,train
1835,01835.png,0,hemorrhagic,1389,test
1836,01836.png,0,hemorrhagic,1390,train
1837,01837.png,0,hemorrhagic,1391,train
1838,01838.png,0,hemorrhagic,1139,train
1839,01839.png,0,hemorrhagic,1392,test
1840,01840.png,0,hemorrhagic,1393,train
1841,01841.png,0,hemorrhagic,1394,train
1842,01842.png,0,hemorrhagic,1395,train
1843,01843.png,0,hemorrhagic,1396,train
1844,01844.png,0,hemorrhagic,1397,train
1845,01845.png,0,hemorrhagic,1398,test
1846,01846.png,0,hemorrhagic,1399,train
1847,01847.png,0,hemorrhagic,1116,train
1848,01848.png,0,hemorrhagic,1400,train
1849,01849.png,0,hemorrhagic,1401,train
1850,01850.png,0,hemorrhagic,1402,train
1851,01851.png,0,hemorrhagic,1403,train
1852,01852.png,0,hemorrhagic,1404,train
1853,01853.png,0,hemorrhagic,1405,train
1854,01854.png,0,hemorrhagic,1406,train
1855,01855.png,0,hemorrhagic,1407,train
1856,01856.png,0,hemorrhagic,1408,train
1857,01857.png,0,hemorrhagic,1409,val
1858,01858.png,0,hemorrhagic,1410,train
1859,01859.png,0,hemorrhagic,1411,train
1860,01860.png,0,hemorrhagic,1412,test
1861,01861.png,0,hemorrhagic,1413,train
1862,01862.png,0,hemorrhagic,1414,train
1863,01863.png,0,hemorrhagic,1415,train
1864,01864.png,0,hemorrhagic,1416,train
1865,01865.png,0,hemorrhagic,1417,train
1866,01866.png,0,hemorrhagic,1418,train
1867,01867.png,0,hemorrhagic,1419,train
1868,01868.png,0,hemorrhagic,1420,train
1869,01869.png,0,hemorrhagic,1421,train
1870,01870.png,0,hemorrhagic,1422,train
1871,01871.png,0,hemorrhagic,1123,train
1872,01872.png,0,hemorrhagic,1423,train
1873,01873.png,0,hemorrhagic,1424,train
1874,01874.png,0,hemorrhagic,1425,train
1875,01875.png,0,hemorrhagic,1426,val
1876,01876.png,0,hemorrhagic,1427,val
1877,01877.png,0,hemorrhagic,1428,train
1878,01878.png,0,hemorrhagic,1429,train
1879,01879.png,0,hemorrhagic,1430,train
1880,01880.png,0,hemorrhagic,1431,test
1881,01881.png,0,hemorrhagic,1256,train
1882,01882.png,0,hemorrhagic,1432,train
1883,01883.png,0,hemorrhagic,1328,test
1884,01884.png,0,hemorrhagic,1433,train
1885,01885.png,0,hemorrhagic,1434,train
1886,01886.png,0,hemorrhagic,1435,test
1887,01887.png,0,hemorrhagic,1436,train
1888,01888.png,0,hemorrhagic,1437,test
1889,01889.png,0,hemorrhagic,1438,test
1890,01890.png,0,hemorrhagic,1439,train
1891,01891.png,0,hemorrhagic,1440,train
1892,01892.png,0,hemorrhagic,1441,val
1893,01893.png,0,hemorrhagic,1442,val
1894,01894.png,0,hemorrhagic,1443,train
1895,01895.png,0,hemorrhagic,1444,train
1896,01896.png,0,hemorrhagic,1257,test
1897,01897.png,0,hemorrhagic,1445,train
1898,01898.png,0,hemorrhagic,1446,train
1899,01899.png,0,hemorrhagic,1297,train
1900,01900.png,0,hemorrhagic,1447,val
1901,01901.png,0,hemorrhagic,1448,val
1902,01902.png,0,hemorrhagic,1449,train
1903,01903.png,0,hemorrhagic,1450,val
1904,01904.png,0,hemorrhagic,1451,train
1905,01905.png,0,hemorrhagic,1089,train
1906,01906.png,0,hemorrhagic,1085,train
1907,01907.png,0,hemorrhagic,1452,val
1908,01908.png,0,hemorrhagic,1551,train
1909,01909.png,0,hemorrhagic,1453,test
1910,01910.png,0,hemorrhagic,1454,test
1911,01911.png,0,hemorrhagic,1455,val
1912,01912.png,0,hemorrhagic,1456,test
1913,01913.png,0,hemorrhagic,1457,test
1914,01914.png,0,hemorrhagic,1458,train
1915,01915.png,0,hemorrhagic,1459,val
1916,01916.png,0,hemorrhagic,1460,val
1917,01917.png,0,hemorrhagic,1461,train
1918,01918.png,0,hemorrhagic,1462,train
1919,01919.png,0,hemorrhagic,1220,train
